firm,firmsize,treated,shrimp1,shrimp2,shrimp3,shrimp4,shrimp5,shrimp6,shrimp7,shrimp8,shrimp9,shrimp10,shrimp11,shrimp12,shrimp13,shrimp14,shrimp15,shrimp16,shrimp17,shrimp18,shrimp19,shrimp20,shrimp21,shrimp22,shrimp23,shrimp24,shrimp25,shrimp26,shrimp27,shrimp28,shrimp29,shrimp30,shrimp31,shrimp32,shrimp33,shrimp34,shrimp35,shrimp36,salmon1,salmon2,salmon3,salmon4,salmon5,salmon6,salmon7,salmon8,salmon9,salmon10,salmon11,salmon12,salmon13,salmon14,salmon15,salmon16,salmon17,salmon18,salmon19,salmon20,salmon21,salmon22,salmon23,salmon24,salmon25,salmon26,salmon27,salmon28,salmon29,salmon30,salmon31,salmon32,salmon33,salmon34,salmon35,salmon36,bycatch1,bycatch2,bycatch3,bycatch4,bycatch5,bycatch6,bycatch7,bycatch8,bycatch9,bycatch10,bycatch11,bycatch12,bycatch13,bycatch14,bycatch15,bycatch16,bycatch17,bycatch18,bycatch19,bycatch20,bycatch21,bycatch22,bycatch23,bycatch24,bycatch25,bycatch26,bycatch27,bycatch28,bycatch29,bycatch30,bycatch31,bycatch32,bycatch33,bycatch34,bycatch35,bycatch36
11.0,7.0,0.0,74990.44720612174,71257.69484354286,70431.97508638298,73817.80900234012,71763.71626284494,71171.24364082584,70461.9006311127,72504.33822872717,70613.73169959606,69927.82846694005,71672.56989919343,71916.66717491242,74455.29944333124,73598.9384345573,74366.4051371056,70781.70044717548,72527.08501868672,72827.44997238465,73919.96511348577,70164.16846317572,74799.88084711456,72127.03067742934,72121.64503313019,77641.17972318573,70009.33026775865,68560.94463988832,67686.6063579927,68698.67949170947,70567.76603209779,69778.51445934518,72933.39675350807,71725.07404420114,72275.44225188837,70731.6457942177,73756.64463968047,75139.47830979063,105041.3309568381,105146.56622704159,105265.20058013122,104902.44879766864,105342.296771291,105342.72917901484,106000.28298637834,105483.82846850647,105493.7997576147,105563.8222556526,105753.90171957517,106015.30476320253,105914.8055767546,105808.92068810064,106253.86242298115,106102.2783773866,106365.13159294608,106573.98291877174,106399.6984603152,106774.01224079523,105889.52015622993,106850.79598449088,106465.100700086,106624.7724297715,106945.97997498374,106847.68827993628,106811.5008956947,107191.09588527861,107073.007547344,107463.64067458695,107315.01100884895,107359.92052405198,107172.19764034773,107307.50733583294,107115.12281166363,107482.44904745909,127579.4413377265,123929.8718545414,123139.39781315546,126349.43235040738,124514.17365397765,123914.85071789143,123536.86770443126,125314.1264908366,123428.3200907242,122806.3037115337,124629.805983946,125017.58168828677,127488.19091705127,126556.27340009595,127574.32270329606,123913.7743101381,125783.2679078865,126210.55538173056,127194.9573691871,123629.05734333282,127825.25951760907,125634.1321145598,125424.89529528459,131027.63960623856,98865.24138387863,97670.3097187547,96955.47735270168,97920.57176320362,99350.36761522743,98880.583468568,101345.92637850397,100390.54279406031,100767.07531246373,99576.45732476341,101917.19633844445,103192.10314354177
12.0,15.0,1.0,123706.02109340474,124163.81673130913,124962.01004392531,121261.14095400108,129431.47673416302,126338.65255931093,130908.04451001977,119572.89692441645,132150.970584323,127058.67623480126,128418.23902290728,128368.48272488838,123595.26606715648,129394.73634041971,129944.34013368262,124999.11545996499,124751.65960774978,129819.30142274663,123035.46037571873,132337.77642935203,133887.2394433501,130465.05964892344,130388.74994595323,131150.90128505815,121533.69383460107,124831.25912931043,125666.96626467543,125725.82839754123,123385.50811147534,128553.5370821504,128662.6914061313,130530.73174774811,130723.72949826754,129627.9976916162,123537.26366079984,131284.60094574306,226028.7180411639,226068.60657442277,227333.43369360093,226377.39030095102,226780.9525560167,227005.82113986366,227799.50386342782,227722.99898286132,227455.99950954833,227806.2983966325,228573.1487834682,227675.2360410216,229187.82401851576,228147.36957329142,227432.23047641027,228346.77774338642,228799.10910715876,228637.3677845863,229620.7874980211,229060.74172203723,229189.2589722129,229487.01891251284,229747.31837337234,230071.3784754749,229897.5736562611,230053.59148613704,230314.50796991636,230134.4742996787,230606.27782257507,230650.30282211315,231571.46330700058,230542.84474523645,231321.7234452662,231288.84591063356,231704.6545427468,232429.53002392696,236799.14862941363,237270.83681099626,238696.24400977918,234528.46648924195,242908.41780262688,239915.28373330078,244881.1169520284,233523.7235391151,245960.33210718504,241054.97516100746,242780.25338248274,242281.2084922409,238285.4065104854,243560.67127744126,243745.62008901767,239257.16852548107,239232.72298435905,244221.6726678351,237937.55282807027,246946.42510995892,248553.3753790136,245295.11546297325,245357.07384890446,246257.3523974688,189299.8926260703,191964.57970545074,192731.08386846268,192736.97475457322,191032.9876585239,195189.73568917625,195636.28515713755,196713.11554061365,197206.43448397607,196307.68217092525,191581.27951980315,198059.79805100558
13.0,11.0,1.0,94632.9752451526,95797.26811689042,94529.01263348442,91838.41765626484,96368.6822247478,94614.2130494694,98865.3858310904,93971.83922490325,93678.42652327401,97832.42589776574,94307.20534206563,95812.69616992482,95020.50638827762,94945.13865295942,96079.93212142175,96534.79935938744,95908.06164648126,94844.98601536037,97209.34118703361,98655.29140891565,96499.13867869362,98782.08973637078,101813.36840319438,98619.76427355518,96100.17514167765,93840.23704511639,95717.4720652152,93606.70984143304,91793.40431667442,97395.07261971425,95286.11310572285,95311.6190749233,92729.94018015891,93371.81065099919,95579.22195895441,95274.13968429349,168382.6447554256,167590.09218256865,168087.8982289859,168656.67375281826,168954.84512871728,168700.2950641777,169508.29273184435,169371.6694162576,169853.79035633008,170036.50338062987,169750.53833177284,170258.265129147,170130.86761665062,170563.62383891927,170351.30377404732,170426.66036901946,170747.46587789716,170510.88322722734,170904.72804872305,170978.2455272688,171008.00248219032,171748.24965732647,172236.19064444615,171176.9296355008,171783.4082828091,172028.49806171644,171991.7320412997,171973.64042424178,172015.5093335696,172561.270295559,172917.373902816,172492.86696742257,173092.81285872357,173421.79477785292,173521.32604391238,173565.27058433372,178963.47431765834,179728.30956625307,178716.66109887345,176309.98138200908,180985.39867088737,179105.1071479216,183738.69475221267,178797.19014941267,178732.1524923954,182978.46784545184,179313.55254433144,181064.24741486626,180229.39848244106,180364.50343973047,181387.04723782773,181879.83415444568,181393.04033457412,180238.99674696426,182796.5195327763,184269.20033703154,182126.51421368815,184802.15137051593,188063.56309319858,184331.7857560223,145734.79647459512,144011.06264427354,145483.5885660825,143807.19481281238,142368.12618863257,147076.8241548026,145521.36024071273,145385.28327829673,143570.07715585723,144197.58336971578,145999.8292352837,145776.0930570432
14.0,5.0,1.0,30969.78303840987,31552.29725231345,34189.39898991312,32567.753992807106,29881.108896379592,31097.235321056593,31591.31855518415,32289.788956136064,32092.133804572328,33074.37333150859,30771.237585081806,33770.224921182584,32399.24006958818,34922.982970584286,32975.04065739743,33237.05301161408,32926.99316120041,33107.340680140514,33804.724801029275,31255.610498507023,31100.463092266244,33715.3154257512,33910.68075131475,33541.51001920388,31986.730961804144,30633.59589611849,32157.662354613636,31861.661908178747,31259.41810595856,31847.142134288155,30955.834915685555,32282.78529776499,34082.720345215406,33533.82608580555,33510.60641918149,30750.664352186297,74362.95849259598,74189.09362218941,74132.33054721098,74365.649547163,74489.00731484592,74261.51737744933,74561.2906159531,74781.37426804384,74580.53362416821,74864.62933964674,74965.65358849204,75148.11838768343,74970.98417119977,74995.63450236504,74957.1956507877,75136.27289112526,75068.2443000253,74996.25327637735,75306.57172646844,75234.1542259262,75622.63592867911,75613.73708032057,75567.021263529,75286.42907108995,75421.78608212972,75180.05234619339,75619.56385397525,75688.93249056481,75570.8225742985,75693.8528550048,76004.71647894316,75865.64425515346,75786.5403838212,76126.55482185533,75875.83779616658,76038.1219546942,68309.80850854071,68780.41866780291,71414.15285535117,69906.50784768013,67260.23377578537,68387.03114339986,69023.13610554421,69836.33912484678,69533.37322689136,70658.34215717365,68392.55060696436,71488.26362322718,70036.78174550424,72572.21601127331,70610.3087017188,70957.22272536709,70585.09453637354,70767.18065459626,71616.49129709927,69037.60197214349,69047.60140360349,71666.82970758127,71848.02235036556,71327.84307059344,55919.323175544036,54725.06189166271,56140.025709406305,55923.422265191024,55390.54652470985,55932.156678909436,55308.94279651556,56328.27610897072,57743.32166503539,57427.01059823043,57310.04971434618,55163.843970813556
15.0,9.0,1.0,51015.22101675251,47952.41740045873,46855.26858128712,48132.64305493717,47952.92158661692,48805.24732921342,47883.10892725514,52398.000065335356,46401.797858520025,46242.57806022545,51214.77135757066,51118.13989984605,52329.33038868915,46975.24467941297,46873.58691471593,49881.62629381618,51688.27637379778,46543.15962702393,50846.79158290277,51922.89538802178,48422.77520724782,48201.28578180919,48163.77148611613,54462.94852553324,45801.92068881027,51312.18154138066,47143.4498559449,46665.5924530255,50017.563753856186,46553.8186168913,47742.697733900255,48136.33562009583,48069.9456656646,50476.63239086039,49143.036720937045,51592.87583980571,134592.9494008365,134747.61168713635,134760.12676539252,135420.09183340677,134894.5889755527,134862.45785701205,135116.91846670586,135396.2280455614,136092.2978186993,136052.96414751964,135822.89556264222,135848.05268725342,136202.2319251677,135975.6263637504,136625.982875003,135917.62440704252,136050.1756845382,136433.7597394942,136191.78863092314,136555.49978746532,136766.76456457775,136823.34142059935,137079.56319879647,137289.76952474169,137180.29826333383,137931.03691273567,137354.6435242749,137326.4299167538,136931.25169367768,137578.71037746416,137379.88359159147,138161.8741769385,137990.3539002013,137702.7634689489,138544.97769419244,138266.74793105517,118394.78529087472,115414.0764029949,114322.50252076554,115933.45486057247,115486.74141579303,116311.47806517464,115518.26664391025,120169.21840697776,114545.34275306358,114362.0328546206,119215.523589863,119117.86373982076,120519.72217070662,115058.20841151623,115260.65547730599,117930.86678112001,119787.77004761787,114831.52565557077,119019.04079629744,120255.67682308625,116891.66823653878,116690.21877643728,116794.63041309368,123187.58130858671,91598.42849068348,96296.5562429363,92754.55155478304,92328.20839447567,94857.12277216326,92362.14671721708,93227.5308675805,93843.38590946395,93747.63718392387,95547.50430077138,94801.2335904102,96668.70633888668
16.0,14.0,1.0,105882.97821952129,100627.18101914805,104273.1644959238,99391.30029357136,102206.45251039651,98168.86686105748,101843.05815028539,98831.87017313117,95285.00513755355,96265.60378038758,100668.6998031322,101067.29002784443,106138.41274364872,105879.59582294413,101297.94773864033,105177.5505475533,105537.21618733212,108586.03432864681,105590.56095807372,107872.00576204211,106646.8339272327,103927.60420492898,107584.51700849345,105648.50208537474,100285.8174703346,98462.34120926347,101240.57082755596,96166.4743768841,93966.69850421308,98043.74701743011,98907.12092465219,99402.64774783466,95606.01982601862,102332.61538621658,101135.09452973286,102965.7866545464,211504.24080095786,210397.1715247496,211608.2822373043,211183.5347076639,212661.3531228004,211031.43599505216,211849.8229406265,212415.98257555676,212924.94431480393,212175.8988841589,212692.53924242666,212597.61774594552,213589.9364563926,212950.6425959336,212427.3182738259,212673.06385020918,213062.43847930912,213404.2184347464,213835.6609964295,214314.07888731937,214357.73167545625,213991.70747585344,214301.11056415897,215158.2223498402,214557.9306110063,214511.41734614116,214941.68370054662,215333.03999779728,215560.56259386422,215525.4914377879,216235.15829348037,215600.86853216126,216313.7780811805,216114.899819257,216984.85062576944,216475.87306268702,211703.43739961347,205903.5601474326,210174.26599061364,205067.92533082256,208623.73093862046,203781.66366893513,207864.0940132735,205107.24961531628,201828.40083349787,202426.42637321327,207095.76742003483,207436.39612367714,213010.04570865358,212446.7821111826,207598.73021930893,211599.17736985316,212148.71089255315,215364.7094191434,212588.08105408508,215108.93781658297,213897.38077379746,211003.89739857047,214816.78223801695,213295.53608929264,166113.47780525198,164649.21820894675,167050.63813240465,163123.68012396866,161475.67194356065,164721.08831780148,165690.8656499812,165833.4292273137,163081.21961021188,168386.84220775357,167789.8228594176,169034.8918782852
17.0,10.0,1.0,84882.34266356731,90022.11864990089,87635.27606753765,81682.70721531527,85133.57604588688,89912.40400686633,88293.45600519817,86702.98659869828,84525.9670319427,88162.02728093107,88561.94868301439,85743.9643380026,86750.41688330236,94318.61829918598,88701.72120688544,88640.74397222952,89575.22344735223,90701.24117297024,88107.99789459138,91718.0968673934,88055.71261689793,90924.1341510948,92433.33100248626,89039.17128700962,87873.51883972812,85104.59245222929,87696.97280640955,89635.03648832688,92605.99187021234,84151.10448307479,90167.86689891099,90672.98634011729,89818.18625244113,87385.46592753725,94391.01128528635,91926.65793768334,147002.84223968018,146500.3922145934,146709.51354115657,147189.9411586314,146887.0687602564,147122.96377789756,147518.56915161692,147621.94306517064,147272.2792508779,147184.69644745742,147257.48927220874,148427.90039607015,147577.6188233639,147916.47919694948,148036.9362487845,147997.20993408537,148009.59479851235,148010.26645734455,148694.62418021564,148632.39288285954,148453.5650077818,148566.9195510785,149128.37932850362,149157.0405234812,148975.0837336595,148407.50820814146,149398.42506276947,149358.8807470939,149201.47232329528,148771.45727424193,149886.38338927453,149410.90545009726,149093.8910076339,149046.136481109,149595.99574802164,149196.13893608813,158493.7589247695,163379.88329445806,161112.57504107617,155385.70428922414,158699.42965482542,163595.48504879203,162175.48464295414,160618.01347430676,158280.57262003626,161869.13611513234,162286.50185093944,160066.81778065328,160634.7502544134,168389.45716709475,162818.7317062453,162750.72909261426,163693.56211682683,164825.33678988004,162564.9531604628,166123.63859381017,162390.16550940508,165316.5255976495,167098.22439482273,163719.94561630726,130005.7924475932,127556.50347900385,130038.80662353871,131553.25609270856,133868.6007808863,126955.20327277452,132216.54897325503,132399.92241323588,131569.51973803202,129632.44012245917,135459.09296765833,133328.1234632255
18.0,1.0,0.0,7601.882621212411,7423.357980610394,7283.307265019956,7230.397771565804,7235.599234346189,7183.104171023856,6876.738429343464,7703.126166785863,7221.101226555191,7401.542706680057,7344.844907794094,7383.399083152976,7334.021670135188,7224.433749409023,7291.799004868303,7585.553581614012,6960.559447088208,8003.835019410094,7469.1289884537455,7415.6203026490575,7610.013269632316,7629.4802818910675,7449.3238802551905,7266.048016532661,7478.87582588306,7644.153923875743,7493.780209599919,7421.134648022171,7682.989560585886,7373.584435844559,7329.357147628423,7837.188175370276,7514.099760144325,7491.259794722081,7767.861392109731,7666.710846803439,15254.418022621612,15224.261380570795,15273.998668649454,15335.379565350355,15321.104811139121,15287.114655305497,15371.022548610099,15388.564586579498,15349.157244811577,15386.916172513385,15423.8433190906,15478.061194426624,15407.394751895885,15478.262910992085,15431.598899874927,15492.542508054841,15414.804045689209,15525.123312510412,15461.782039661639,15497.04907910334,15582.337710204647,15565.753403049071,15582.080341847906,15590.407741631996,15616.176867965809,15646.361432403006,15666.899002568322,15670.012616655791,15649.480303901095,15705.161024258932,15699.435368362534,15727.64500749702,15736.704681156783,15725.657565303356,15710.361952039746,15707.847640946928,15379.968261329446,15189.305973309676,15073.22347314313,15049.304787152434,15033.158676617775,14959.825680037822,14700.594386212653,15544.14087837718,15035.790824064987,15245.164493009986,15192.145995523104,15265.600016847446,15172.73506589508,15118.081713679017,15146.813469420718,15483.24099215932,14811.109214762157,15902.332435454118,15338.714940131309,15291.084194731658,15547.728788168179,15530.017751482295,15374.211241552666,15200.641332331343,12382.491447986138,12492.648207986771,12403.134350588038,12339.953851796829,12539.668331461036,12334.970301975793,12294.462251750248,12715.641195069347,12437.277440391998,12428.551309866998,12656.127130586929,12572.154111399868
19.0,10.0,1.0,70769.26325000892,70826.7717590857,67400.55312472893,71715.70210144264,71082.94181363679,68675.30297772466,69140.3104734074,71452.42546055617,68867.1339752984,71363.47690647263,72827.29228204994,71221.79597639527,72683.48913516964,71558.0495937184,68251.40876291099,72219.84621692191,69581.4657703124,73272.03333008551,69722.60843740682,72129.17079916893,67987.69349931888,72246.80896360826,68169.23168555736,75419.85646907978,71781.28649055926,70188.87226242268,71282.96977443887,76603.70582738168,75266.37528316573,67318.40884446184,71861.06906073607,72661.02389901619,70786.32332194874,69025.84292660738,69407.59244681126,69400.75017464724,152355.6302144707,152252.75817028078,152673.88330413305,152879.85122834428,152666.58000513524,152649.7411029241,153305.17991443156,152820.7222627225,153918.86086352885,153768.46145855595,153354.4735604508,153606.288136618,153925.65276214,153791.2061047589,154007.0875152016,154547.363838161,154062.44464004957,154745.0133263576,154654.92802710494,154184.02282521344,154508.68646893764,155734.83031544727,154730.67711982506,155205.06547946128,155630.76620404804,156036.5613661602,155725.80467958265,155551.18187618584,156291.1252266325,156256.46128631415,155807.65551572302,155885.13722356159,156279.79278268272,156573.17662063343,156828.2240874721,156837.29497996636,147051.6982764608,147050.73524199644,143842.52074901602,148261.05686669445,147502.84668469807,145112.946355712,145899.90939118707,147981.33453889383,145926.93794065353,148353.2638767333,149607.10848930426,148139.64756442283,149739.18877726392,148543.6069716631,145341.9854291877,149598.9417020497,146707.71765015656,150748.2467155288,147158.76581978635,149323.318298141,145335.60171152613,150211.74728710068,145635.0822698687,153139.45158459203,119787.60980542844,118681.06154332015,119422.94643269265,123595.53946613173,122819.05363793937,116458.27217437087,119913.28226080652,120586.47330444035,119248.21090152812,117975.38492754432,118359.08242745482,118352.79372900976
20.0,23.0,1.0,205047.91985204924,207392.93813560336,189398.0188598527,198669.42628598845,203823.08139948285,204550.69987303086,198519.1022268291,195181.34034753297,198492.32576570826,202350.836926353,190793.30649088588,202716.92039559287,201635.24925210836,204436.71168715542,204857.6678501051,200435.5422014539,215936.53149707464,201184.1611477487,210544.85646462758,211912.67959621004,197523.85952940374,206209.25885079097,204678.05486280512,204140.57858069695,208116.1113875111,206621.52292956458,203656.24395697005,194267.6759021469,201780.99586116013,211588.75773335842,207696.2426977021,195212.6939929336,205049.34350150847,212143.39684627962,208247.28960702207,207780.00713215,354603.5909707651,353960.44950846396,354161.87114897836,355566.97988681257,355160.91723903944,356514.3256229774,356419.8237420195,357492.4458705985,358277.31617186306,358015.0675909539,358350.12601755734,359014.508468971,358666.1584450871,358710.2088348142,358875.89699814626,358584.8714585415,358511.01586600835,359252.9346232559,360400.36552872404,360798.4347851905,359713.55072446703,362458.2313816058,361651.8047145091,362759.44321995287,362528.35409672017,362199.38736973814,362811.6548606948,363019.5407630235,363909.08093116194,363990.3327383021,364385.24900516466,363255.0835798496,363747.49390933925,364387.6434772575,364976.8976970694,365085.2071873293,382414.0025778486,384424.6648166795,366539.5207079419,376506.7627006982,381453.26180175046,382877.11862502096,376776.3450255195,373988.41710392176,377681.0919968744,381412.13336406654,370026.74313469016,382280.5780458655,381019.0143799826,383854.45303389884,384344.0773075208,379788.02759082976,395236.49910540524,380879.0135589479,390811.43792176875,392369.9963752064,377426.16485409555,387494.7893824227,385556.3356487529,385579.0969736858,311544.11955908325,310226.8441733691,308101.28300603473,300664.7910380867,307044.1609696581,314940.0188307754,311975.07147917536,301538.99436047947,309589.5890460333,315537.93634551537,312640.744032419,312297.87292953214
21.0,1.0,1.0,6969.70906395468,6926.148126921278,7073.856941973657,6984.679625629923,6500.134008076665,6574.641724165805,7049.843524501893,6885.939896047729,7347.060469930418,7102.130947344591,7057.331319299875,7089.894488363569,6890.534149498101,7072.449304822223,6861.829526473053,7307.36708756565,7127.852693041312,7345.5652287868925,6515.118671900558,7143.531357905097,7090.283343305892,6791.6922569759145,7242.760819070091,7299.720469351219,6607.883574763787,6580.557641445338,6673.081174724023,6976.649053354461,6300.140660674005,6380.172424626554,6576.6911208137035,7123.418293958226,6965.534184187132,6900.1344844064415,6868.567719062475,6947.078923126925,15381.151039231801,15308.912774739587,15360.207019139252,15373.210451421553,15398.132976262077,15454.416484167432,15404.152785710947,15424.678542453923,15433.098020062178,15429.451942409743,15471.227289384133,15412.189303165062,15493.858283268513,15454.600420968367,15527.548597484853,15521.024997218063,15549.880462711479,15527.113049093023,15576.326751852572,15597.838292825867,15564.58170159529,15586.660273317313,15606.743011586273,15612.35851040274,15673.22899760867,15623.226710036986,15644.827425781637,15657.057884781116,15668.304727873176,15613.018194243217,15703.797017808663,15687.838090894264,15652.397074937966,15697.284130036567,15693.90777593715,15771.70445121481,14772.161771198718,14686.690535151754,14866.462966343764,14776.558771354443,14303.049842850389,14407.97863202312,14862.596499283429,14711.45308822792,15183.962224322402,14911.460716639778,14893.444075923833,14884.859971326281,14739.312341122866,14906.534962080661,14727.026660715474,15177.541718666782,14999.653177074817,15205.669955264144,14408.430268628766,15051.607679526527,14966.422209043396,14671.418470977887,15151.39418325366,15217.307483683104,11662.495544674608,11600.462761839512,11714.763689961395,11955.77184556278,11429.775245597968,11442.824401221233,11630.158937045306,12073.19537593175,11945.313923612437,11901.758734454665,11891.605259673155,11979.898725731644
22.0,7.0,1.0,50186.74658524788,50603.29957795566,52594.49370210546,50913.456146995966,53159.74990478654,51223.08690128895,51963.73842786893,52309.205157538134,49120.95341150481,51425.1227128138,52201.76245367887,52374.991480287776,53351.60197444063,52256.53423764499,53648.90083799322,53512.70124507042,51913.39341854819,52612.38353103225,51951.27596689445,54142.5178349152,53320.06009249641,53510.570757315116,53951.220902331435,50806.623232337086,49408.78487115702,50050.36843509982,49450.51361811607,51241.51622324954,49096.10910230355,50046.57037926613,51101.48541041528,51427.82878327702,51564.63475335366,48702.072505887656,51225.81510244652,51775.5221528247,108313.23452432473,108244.44905760021,108706.00995216212,108513.54197092724,108389.58941696376,108434.40864325145,108565.85670581643,108981.0211847197,108667.63611037374,108814.16336812807,108692.14900430951,109179.98032677939,109120.11378829267,109002.91938017758,108703.67828431689,109039.29791922611,109205.29593572716,108815.4204722334,109655.6180439732,109531.68000274365,109731.0186676972,109923.956873931,109490.69008528146,109799.66385426435,109794.09913249293,109885.54700447625,110020.44516539859,110161.07199263113,109453.8337639637,109913.36745822323,110188.7797554223,110331.35349139916,110213.85209952886,110227.98743763543,110291.60199950557,110378.2494936812,104440.87012120093,104832.53528400349,107056.01131783612,105276.10645234676,107466.43665089614,105553.80527326412,106346.49894214961,106894.66793973897,103563.79624205022,105917.37511407441,106655.00224880916,107069.88378401319,108020.38349254533,106877.62338576787,108109.33802215537,108144.29414454785,106619.97437561677,107133.79557435175,106871.60566418564,109014.37132122321,108296.63007555375,108589.45858367441,108797.69700347345,105796.22685225512,83564.16380051638,84115.36149887886,83663.54934644472,85160.5843763688,83172.56322167965,84103.90113132323,85046.11769810283,85373.38572885067,85453.35721886766,83168.28308614633,85199.05726827617,85676.36442004744
23.0,11.0,1.0,69296.45549950814,68696.71042646802,74648.59785117034,69461.35568122259,71912.09083371333,72163.68752814019,75850.66184463324,70842.2213127858,69326.87703455638,68966.42813140058,73778.33235854722,71200.06039952593,70557.11260602462,75075.63630628119,71806.84019806048,69977.16919656513,72038.23034281992,72589.18813878157,71135.36052794354,77329.65627256647,73914.32423764924,72313.06065553162,75832.71214500972,76878.96523115244,70259.30273807317,70241.7130290281,71871.46231433377,67723.70001135711,71746.30767384965,75101.51933002759,72615.81060282496,71878.10250527046,76875.48326893816,71078.65266647133,72468.93555409623,73489.29114948945,167081.77472099214,166848.90962929264,166824.63552689066,166722.12466549125,167056.30988035686,167665.39559389773,167456.59724191847,167825.39193113832,167619.27633459028,168895.19809094086,168085.68815246157,168435.66496651206,168335.38051127482,168747.5944853247,169142.78838369364,168717.67510541464,168853.26662902278,169259.4673028478,169272.4270303922,169735.2334163549,169569.03509427063,169194.552678088,169999.1693763613,169825.2265940847,170075.5450339492,170643.61384704904,170068.40852011752,170700.68884138032,170263.0691101474,170887.5014093731,170796.26969073786,170511.83029248632,170838.47121844295,171826.9965252283,171413.7985117775,171405.24114568275,152910.54224983428,152202.86947172665,158150.7167435966,152902.48761311918,155527.40800463938,156067.24661876535,159677.097120866,154837.41724251478,153218.32207334455,153496.24045015007,157918.1867532213,155497.05498570562,154801.86077987554,159536.87585430994,156452.8683196107,154416.7291122775,156549.58748695545,157299.15090503186,155863.2833832179,162301.23967548285,158797.45108303224,157007.040204006,160924.60268177852,161869.76058926937,124325.78992154989,124544.61728490728,125621.1162912486,122550.4213170641,125590.45403012254,128517.5582613774,126493.77106729652,125779.276480944,129920.43722314596,125701.2915073977,126640.35534783691,127437.22166531842
24.0,15.0,0.0,102561.04231230468,97063.00105945184,103235.50596653583,91637.40891431028,101190.3676310821,100278.37311969978,91140.59155630892,101506.46292995995,92577.53231003572,101423.45458423864,100300.02135261311,101767.63327580759,101213.56286585881,97660.26903527617,103863.77098838183,104823.6310340594,106012.45804929947,105227.18962820612,102621.85169324293,104269.18188956728,102743.44683561247,101374.60497468179,102537.44801838868,104406.70141789588,100753.49355260818,93202.53164345195,98291.60571408086,100929.38531267269,104161.98280599147,103068.89496744827,96455.99044145968,91747.43676989744,98151.8547292571,98850.34386959387,102656.51731231611,101811.99630348297,227106.34583997983,227318.5668306219,227906.882413906,228376.1481265181,227713.60972347876,228482.05391674064,228223.152870034,228909.7260872222,228898.692488622,228798.53324603118,228717.02976505843,229134.27465078986,229515.1201367773,229926.23378271103,229661.6227895705,229128.43372302045,229924.08315796158,229410.07041687248,229906.18018817584,230684.67463067715,231026.62568859445,230812.50567370528,231377.95038352578,231017.45985234116,231725.64372257347,231925.89562942335,231940.80868964686,231391.18346591745,232624.20884605995,231889.42087002125,231558.0477823014,232509.87334683342,232346.33984954222,232799.88762541296,233448.7999154265,232982.8024540436,216124.9430441609,210736.0899873233,217217.50237894757,205849.54223714862,215069.40626738954,214532.13131114567,205283.42731606966,215986.00094401158,207040.2371338318,215834.40730613217,214681.35504590702,216347.23898206968,215998.43732357628,212646.01583045287,218693.94528798293,219432.94037908642,220988.11192523187,219967.80170715114,217585.8791648439,219634.05304407174,218287.96817741415,216804.2073826145,218268.74045247462,219926.3889956961,173320.97756058074,167346.92867540862,171431.09885960334,173319.00485120137,176385.14046733177,175247.39783919384,169812.70921150065,166416.09331819703,171476.57755995882,172224.07153931394,175514.29489931153,174668.7648960236
25.0,16.0,0.0,147382.70861873106,147181.42564220322,148485.34300213854,145577.32463608714,151011.1165517343,150960.8322478711,151540.6281997138,142375.67239265976,146785.62824664763,146316.77233549292,149831.99622993512,157522.01036574141,157990.87597832442,152888.59887308575,145789.2360527806,151009.60994036216,146691.87183475003,154690.36002209882,152833.23973059742,150779.59895040697,156084.52295997867,157735.3278064918,152417.8816832709,154288.03011797086,147496.8688367512,147876.7248745972,145930.48062632792,147559.1242956048,151055.9303919222,147229.2636856227,145302.91870136996,149894.62616049097,149996.51507447226,150517.07993801063,148263.89987207967,149177.1620207197,245922.31886858912,245784.57865768115,244805.60968931275,246079.5647006937,246152.45580132952,246938.67137623142,246707.05009774835,247408.90432572676,247750.97026885676,247746.1278155854,248548.35006372578,248754.34532176232,248733.84036147807,248368.9579414737,249921.12333208646,248545.02786923692,248355.37091680767,248657.26212942248,249506.8861858763,249172.42957023013,250420.89679730556,250723.91863951608,250690.2266656274,250911.40986925783,251236.77246162292,251324.74657152718,252071.10640845518,251871.68407545314,252146.3173673543,251882.9644904314,253079.46643429407,253156.78479019093,252946.89463486,252744.4237801048,253013.23987165786,254337.97306260632,270470.69989941013,270192.20660589274,270994.24228611006,268750.49593006255,274203.1725192504,274547.9118372845,275022.69531386445,266191.24244179705,270779.7874775245,270305.85503532476,274216.0103645639,282019.86011936504,282473.2901231212,277184.8140012613,270860.6714418758,275400.2470924535,271000.00048043596,279138.69428043586,277709.4405911067,275482.12734437874,281403.8499828433,283199.010612726,277896.8245072772,279872.2499683899,218633.42863754331,218947.9242671664,217697.91799044254,218908.6890355936,221816.90749372204,218650.17388646665,217593.1111754077,221299.9081940565,221285.74407264203,221625.15418853154,219933.64625828437,221191.62846024422
